Type,Category,Name,Description,Units,Possible Reasons for blank values
Measurement,PSTN,PSTN Incoming Post Dial Delay,The time or delay that occurs on incoming calls measured from the time a number is dialed until the caller or called party hears ringing.,Milliseconds,
Measurement,PSTN,PSTN Calls Affected By NER,,,
Measurement,PSTN,PSTN NER Good Percentage,The NER measures the ability of a network to deliver calls by measuring the number of calls sent versus the number of calls delivered to a recipient.<br/>NER = (Answered calls + User Busy + Ring no Answer + Terminal Reject Seizures) / Total Attempt Calls x 100. There's an up to 0.2% error for this measure. See note below for details.,Percentage,
Measurement,Voice Apps (Preview),Avg Auto Attendant Chain Duration Seconds,"The average duration that users spend in the Auto Attendant, measured in seconds.",Integer,
Measurement,Voice Apps (Preview),Avg Call Queue Duration Seconds,"The average duration that users are waiting for a Call Queue to be answered by an agent, measured in seconds.",Integer,
Measurement,Teams Events,Total Teams Events Stream Count,The total number of Teams Events streams.,Integer,
Measurement,Teams Events,Teams Events ECDN Error Stream Count,The total number of Teams Events streams that failed to establish due to eCDN errors.,Integer,
Measurement,Teams Events,Teams Events Setup Failure Stream Count,The number or Teams Events streams that failed to establish during media setup.,Integer,
Measurement,Teams Events,Teams Events Setup Succeeded Stream Count,The number or Teams Events streams that successfully established.,Integer,
Measurement,Teams Events,Teams Events Stream Setup Failure Percentage,The percentage of Teams Events steams that failed to establish during media setup.,Percentage,
Measurement,Measure,Detected Inbound Network Problem True Count,Number of instances that there's high confidence that a First-to-Second media stream might be impacted due to the inbound network.,Integer,
Measurement,Measure,Detected Inbound Network Problem False Count,Number of instances that there isn't high confidence that a First-to-Second media stream might be impacted due to the inbound network.,Integer,
Measurement,Measure,Detected Inbound Network Problem Null Count,Number of instances that the Detected Inbound Network Problem model returned a null value. See Detected Inbound Network Problem dimension for explanation.,Integer,
Measurement,Measure,Detected Inbound Network Problem Rate,Percentage of streams for which there is high confidence that a First-to-Second media stream might be impacted due to the inbound network.,Percentage,
Measurement,Measure,Detected Inbound Network Problem Rate Lower Limit,,,
Measurement,Measure,Detected Inbound Network Problem Rate Upper Limit,,,
Measurement,Measure,Detected Uplink Problem True Count,,,
Measurement,Measure,Detected Uplink Problem False Count,,,
Measurement,Measure,Detected Uplink Problem Null Count,,,
Measurement,Measure,Detected Uplink Problem Rate,,,
Measurement,Measure,Detected Uplink Problem Rate Lower Limit,,,
Measurement,Measure,Detected Uplink Problem Rate Upper Limit,,,
Measurement,Measure,Detected Other User Uplink Problem True Count,,,
Measurement,Measure,Detected Other User Uplink Problem False Count,,,
Measurement,Measure,Detected Other User Uplink Problem Null Count,,,
Measurement,Measure,Detected Other User Uplink Problem Rate,,,
Measurement,Measure,Detected Input Device Causing Problem True Count,,,
Measurement,Measure,Detected Input Device Causing Problem False Count,,,
Measurement,Measure,Detected Input Device Causing Problem Null Count,,,
Measurement,Measure,Detected Input Device Causing Problem Rate,,,
Measurement,Measure,Detected Input Device Causing Problem Rate Lower Limit,,,
Measurement,Measure,Detected Input Device Causing Problem Rate Upper Limit,,,
Measurement,Measure,Detected Other User Device Problem True Count,,,
Measurement,Measure,Detected Other User Device Problem False Count,,,
Measurement,Measure,Detected Other User Device Problem Null Count,,,
Measurement,Measure,Detected Other User Device Problem Rate,,,
Measurement,Measure,Detected Local Input Device Problem True Count,,,
Measurement,Measure,Detected Local Input Device Problem False Count,,,
Measurement,Measure,Detected Local Input Device Problem Null Count,,,
Measurement,Measure,Detected Local Input Device Problem Rate,,,
Measurement,Measure,Detected Local Input Device Problem Rate Lower Limit,,,
Measurement,Measure,Detected Local Input Device Problem Rate Upper Limit,,,
Measurement,Measure,Detected Leaking Echo Problem True Count,,,
Measurement,Measure,Detected Leaking Echo Problem False Count,,,
Measurement,Measure,Detected Leaking Echo Problem Null Count,,,
Measurement,Measure,Detected Leaking Echo Problem Rate,,,
Measurement,Measure,Detected Leaking Echo Problem Rate Lower Limit,,,
Measurement,Measure,Detected Leaking Echo Problem Rate Upper Limit,,,
Measurement,Measure,Detected Hearing Echo Problem True Count,,,
Measurement,Measure,Detected Hearing Echo Problem False Count,,,
Measurement,Measure,Detected Hearing Echo Problem Null Count,,,
Measurement,Measure,Detected Hearing Echo Problem Rate,,,
Measurement,Measure,Detected Compute Device Causing Problem True Count,,,
Measurement,Measure,Detected Compute Device Causing Problem False Count,,,
Measurement,Measure,Detected Compute Device Causing Problem Null Count,,,
Measurement,Measure,Detected Compute Device Causing Problem Rate,,,
Measurement,Measure,Detected Compute Device Causing Problem Rate Lower Limit,,,
Measurement,Measure,Detected Compute Device Causing Problem Rate Upper Limit,,,
Measurement,Measure,Detected Other User Compute Problem True Count,,,
Measurement,Measure,Detected Other User Compute Problem False Count,,,
Measurement,Measure,Detected Other User Compute Problem Null Count,,,
Measurement,Measure,Detected Other User Compute Problem Rate,,,
Measurement,Measure,Detected Local Compute Problem True Count,,,
Measurement,Measure,Detected Local Compute Problem False Count,,,
Measurement,Measure,Detected Local Compute Problem Null Count,,,
Measurement,Measure,Detected Local Compute Problem Rate,,,
Measurement,Measure,Detected Local Compute Problem Rate Lower Limit,,,
Measurement,Measure,Detected Local Compute Problem Rate Upper Limit,,,
Measurement,Measure,Detected Media Modality Problem True Count,,,
Measurement,Measure,Detected Media Modality Problem False Count,,,
Measurement,Measure,Detected Media Modality Problem Null Count,,,
Measurement,Measure,Detected Media Modality Problem Rate,,,
Measurement,Measure,Detected Media Modality Problem Rate Lower Limit,,,
Measurement,Measure,Detected Media Modality Problem Rate Upper Limit,,,
Measurement,Network,Avg First Healed Data Ratio Value,"Percentage of the audio stream in which the audio healer on the first endpoint is invoked, averaged across the number of streams in a given row. High HDR indicates that the client expected audio but Teams didn't have any content to play back. High healer usage is experienced by end-users as choppy audio. This measurement isn't currently calculated for WebRTC-based clients.",Percentage (Decimal),
Measurement,Network,Avg Second Healed Data Ratio Value,"Percentage of the audio stream in which the audio healer on the second endpoint is invoked, averaged across the number of streams in a given row. High HDR indicates that the client expected audio but Teams didn't have any content to play back. High healer usage is experienced by end-users as choppy audio. This measurement isn't currently reported by WebRTC-based clients.",Percentage (Decimal),
Measurement,Network,Avg First Received Audio Seconds,"Amount of active audio received by the first endpoint in seconds, excluding silence. This measurement isn't currently reported by WebRTC based clients.",Seconds (Decimal),
Measurement,Network,Avg Second Received Audio Seconds,"Amount of active audio received by the second endpoint in seconds, excluding silence. This measurement isn't currently reported by WebRTC based clients.",Seconds (Decimal),
Measurement,Network,Avg First Roaming Count,,,
Measurement,Network,Avg Second Roaming Count,,,
Measurement,Network,Avg First Recv Avg Freeze Duration,,,
Measurement,Network,Avg Second Recv Avg Freeze Duration,,,
Measurement,Network,Avg First Recv AV Sync Distance Avg,,,
Measurement,Network,Avg Second Recv AV Sync Distance Avg,,,
Measurement,Network,Avg First Recv AV Sync Distance Max,,,
Measurement,Network,Avg Second Recv AV Sync Distance Max,,,
Measurement,Network,Avg First Recv AV Sync Distance Min,,,
Measurement,Network,Avg Second Recv AV Sync Distance Min,,,
